incident_type,description_length,has_media,upvotes,flags,duplicate_score,injuries_reported,people_involved,distance_to_responder,near_sensitive_location,time_of_day,priority_score
violence,68,0,0,1,0.2603571061515154,0,3,5.6723968479349,1,afternoon,43
gas_leak,28,1,3,1,0.0038905054121383398,0,3,4.669023746158199,1,morning,50
power_outage,38,1,1,0,0.27185396903866277,0,2,0.8368064277546359,0,evening,33
medical_emergency,43,1,3,0,0.2521833108791762,1,7,6.607991941931264,0,night,65
fire,91,1,2,0,0.012889393651292713,0,7,3.84243923361941,0,morning,54
infrastructure_failure,57,1,2,0,0.12242068396043368,1,1,2.9750678302278195,0,evening,49
violence,91,1,0,0,0.1947808242569544,0,2,4.801778998920372,0,night,46
medical_emergency,62,0,5,0,0.0,1,1,6.798408484837107,0,afternoon,51
infrastructure_failure,57,1,1,1,0.16228852572153854,0,5,0.9007475007827437,1,evening,33
flood,75,0,2,0,0.0,0,6,4.484931786069026,1,night,49
infrastructure_failure,39,1,1,1,0.0,0,7,5.911401155151872,0,morning,35
medical_emergency,61,0,3,0,0.39804953242614316,0,5,6.9757073023321166,0,morning,51
fire,64,0,4,0,0.27132921830438156,0,7,1.2348558636033187,0,afternoon,61
power_outage,44,1,1,0,0.049812749786878135,0,5,2.9839261348377875,0,night,45
infrastructure_failure,67,1,5,0,0.1329077382622005,0,6,2.2516159812976264,0,evening,59
fire,17,0,6,0,0.03982794123059452,0,4,1.386284971861241,1,night,84
gas_leak,80,0,3,0,0.21578337075126405,0,6,5.014691144035447,0,evening,56
fire,48,1,2,0,0.135054831108948,0,4,6.298994831086409,0,night,60
medical_emergency,42,1,1,0,0.00243396000106863,1,2,0.4617038093339949,1,afternoon,84
road_accident,68,1,2,0,0.0,0,2,1.9483032073851339,1,morning,57
flood,117,0,0,0,0.0,0,1,1.6870699388863166,1,morning,35
gas_leak,29,1,1,0,0.23904997896723437,0,7,4.940540775669893,1,afternoon,68
infrastructure_failure,15,0,2,1,0.03457788428160538,0,1,0.25016830798965506,0,night,26
infrastructure_failure,38,0,2,0,0.28661088036426086,0,3,1.3265807659897582,0,afternoon,24
power_outage,105,0,7,0,0.0765107659052211,0,5,5.909768227677192,1,afternoon,31
medical_emergency,79,0,4,0,0.1502596468920409,1,5,4.454249309114117,0,night,79
road_accident,100,0,3,0,0.1862514166388896,1,4,4.289618684229451,0,night,61
power_outage,45,1,2,0,0.0,1,4,4.393374166585863,0,night,52
medical_emergency,70,0,0,0,0.1002953674251179,0,2,6.943902857617756,1,morning,39
fire,20,1,1,0,0.3108169964893066,0,1,1.8446409042537841,0,afternoon,43
road_accident,52,1,1,0,0.5355559146597229,1,5,7.122942639261687,0,morning,56
flood,119,1,2,0,0.5219274382360873,0,4,0.5353792923599885,0,night,41
violence,51,0,1,1,0.2298702553062167,0,6,3.9473075066422965,0,afternoon,35
violence,8,0,2,0,0.16994741048246897,1,5,0.9401264200021631,0,evening,91
infrastructure_failure,25,0,2,1,0.0,0,1,2.226064477053706,0,morning,30
power_outage,40,1,3,0,0.21627451886513394,0,4,1.9660639680368686,0,morning,33
road_accident,73,0,2,1,0.2989233768915999,0,2,2.7113447899532828,1,night,47
fire,28,0,3,1,0.0,0,7,1.2381988235303103,1,morning,76
road_accident,102,0,2,1,0.5385370063164767,1,1,4.918021251221728,0,afternoon,40
infrastructure_failure,53,1,3,0,0.32440869169797276,1,6,0.5939816922636734,1,afternoon,58
power_outage,83,0,0,0,0.2774652754711696,0,6,4.143894061408038,0,night,32
infrastructure_failure,14,1,2,0,0.10026545665875937,0,5,0.575625696470814,0,night,42
infrastructure_failure,103,1,3,1,0.292818913415011,0,3,4.224555852639239,0,afternoon,16
road_accident,64,1,2,0,0.33641515431854774,0,6,2.8974974545045047,0,morning,47
fire,60,1,2,1,0.2062584226267883,1,2,4.080743480759548,1,morning,66
infrastructure_failure,89,1,4,1,0.2218661442792304,0,6,4.190849725469452,0,morning,22
medical_emergency,59,1,2,0,0.12122265043039304,1,5,4.438642783303447,0,afternoon,88
flood,33,1,4,0,0.20264493719798604,0,1,4.349566295596455,1,morning,22
infrastructure_failure,70,1,0,1,0.32854422789589044,0,4,5.410104357699064,0,afternoon,13
power_outage,107,0,4,1,0.23281044023681657,0,7,0.6087610348291594,0,night,32
flood,85,1,2,0,0.35177009672021886,1,6,0.729383195074881,1,night,71
fire,73,0,1,0,0.0,0,2,3.0918328948377787,1,night,57
gas_leak,55,0,2,0,0.4373775340932273,0,3,3.205685380453273,0,afternoon,38
violence,88,1,1,0,0.21572433654684747,1,7,1.892211123660743,0,morning,75
power_outage,94,0,1,0,0.17121625863480322,0,2,5.694519329925038,0,evening,26
power_outage,55,1,3,0,0.1287216803185418,1,1,1.1777478965989716,1,evening,64
violence,73,1,1,1,0.1736062806721516,0,7,5.456428868271159,0,evening,49
gas_leak,85,1,3,0,0.29748130427690345,0,3,3.6381381536343413,0,afternoon,52
gas_leak,72,1,2,0,0.0,1,6,6.125272934278358,1,afternoon,84
violence,26,1,2,0,0.0,0,5,3.5111914707992486,0,evening,57
gas_leak,13,0,1,0,0.23663186487468507,0,1,2.160306688656526,1,night,54
road_accident,49,1,1,0,0.29484250916300714,1,2,0.16300711717784333,0,night,80
road_accident,53,0,1,1,0.15379489493761012,1,1,3.6058614042915664,0,evening,59
road_accident,94,0,1,0,0.0,1,6,3.6819895847097195,0,afternoon,61
violence,10,1,2,0,0.07728681185932378,0,7,4.8532614828159355,0,evening,67
fire,30,1,1,0,0.48218213669863763,1,6,5.146661047644012,1,morning,75
infrastructure_failure,72,1,2,1,0.2537891842541353,0,1,2.966773992168755,0,morning,24
medical_emergency,87,1,0,0,0.16035927777892614,0,2,5.1540999271137045,0,evening,61
infrastructure_failure,69,0,5,0,0.3622631842697251,0,6,4.582408919026512,0,afternoon,22
fire,42,1,2,0,0.5573383073905793,0,2,2.055790375335464,0,afternoon,52
power_outage,82,1,4,0,0.0,0,3,0.07054491640784111,0,afternoon,32
power_outage,98,0,2,0,0.088569367400141,1,3,7.7955701857099955,1,morning,37
gas_leak,9,1,3,0,0.043709468276007135,0,4,5.69091310323739,0,morning,67
medical_emergency,51,1,3,0,0.0898889791417783,0,1,4.006694550719155,0,morning,54
medical_emergency,35,1,4,1,0.43404436698062704,0,1,0.015708357477501433,0,afternoon,46
flood,76,1,5,0,0.2156260999088727,0,7,7.410139320148312,1,morning,44
violence,86,0,1,0,0.11591467430277973,1,5,0.44029843910664823,0,evening,77
gas_leak,77,1,2,0,0.04599160007460665,1,3,4.974808292921741,0,morning,74
medical_emergency,85,1,3,0,0.44068395713592456,1,4,2.4320289879709804,0,afternoon,68
power_outage,110,1,1,0,0.0,0,4,4.750027498070538,0,morning,19
violence,51,0,1,0,0.20288123722423063,0,6,3.7761996144594794,0,night,49
flood,83,1,2,0,0.046898229889381915,0,1,6.699984613953067,1,afternoon,21
road_accident,26,1,4,0,0.34676414508863707,0,6,0.051187936922648,1,night,91
violence,107,1,0,1,0.3984845682933881,1,2,3.8912255593519554,0,night,53
gas_leak,65,1,3,0,0.21716304937990016,0,2,3.985968709616288,0,morning,53
gas_leak,34,0,1,0,0.2926016680508512,1,3,4.151310449095892,0,night,71
violence,34,1,2,1,0.07283440986215664,0,5,6.884481630691136,0,night,42
power_outage,27,0,4,1,0.18728915414212835,0,3,4.019619015312094,1,evening,30
infrastructure_failure,17,0,0,0,0.06290385699156256,1,1,0.08919234743215698,1,night,64
infrastructure_failure,66,1,2,0,0.053737657872882844,0,1,1.127563552653522,0,morning,26
gas_leak,14,1,2,0,0.33175354473097707,0,4,5.698426743545923,0,night,56
medical_emergency,70,1,2,1,0.2176504242442179,1,7,5.507534901719792,0,night,72
fire,103,1,4,0,0.06913768368135584,0,7,2.337058078676966,1,morning,87
road_accident,75,0,2,1,0.09076645895037246,0,5,2.3313059128269984,0,morning,50
medical_emergency,116,1,1,0,0.18545319683055964,1,5,1.0122494747574144,0,afternoon,86
fire,35,1,3,0,0.19153217930627342,0,2,6.6994822239522795,0,afternoon,44
medical_emergency,50,1,1,1,0.2062548451690051,1,5,5.699188295905664,0,evening,78
power_outage,109,1,3,1,0.16628449491055278,1,6,2.998679116209761,0,evening,60
fire,85,1,1,1,0.18339187668185464,0,5,2.360828416273744,0,afternoon,57
road_accident,73,0,1,1,0.1355659600243884,0,1,4.267654420172451,0,morning,29
gas_leak,8,0,3,0,0.4621909228126468,0,6,1.4253793112442086,0,morning,51
medical_emergency,24,0,1,0,0.07666654188610866,0,3,3.4378329427438734,0,evening,56
power_outage,106,1,6,0,0.12312636705621727,0,5,4.967881666469962,0,night,47
power_outage,115,1,2,1,0.006997528396044922,0,7,5.330993094863257,1,afternoon,31
violence,38,0,1,1,0.28446820445065407,1,2,6.639039511862434,0,night,49
gas_leak,25,1,3,1,0.17301982699058296,0,3,3.1073331605975203,0,night,53
gas_leak,40,1,1,0,0.07455053717514262,0,2,1.735591421346797,0,night,54
road_accident,90,0,4,0,0.06117150499805346,0,7,2.393598769916358,0,morning,54
flood,98,0,0,0,0.15543768324591278,0,1,3.650982039852062,1,evening,35
gas_leak,22,0,3,0,0.4670413834926726,0,3,3.0385334323400777,0,evening,53
gas_leak,115,1,4,0,0.5815637386020932,1,3,4.136545592414566,0,morning,68
road_accident,71,1,3,0,0.025699544614359415,0,5,4.0462720466191655,0,afternoon,63
gas_leak,61,1,0,1,0.2308017741153188,0,1,4.739338106729593,0,night,40
power_outage,17,1,4,0,0.09295886231080963,0,6,2.5703494781533194,0,night,46
road_accident,66,0,1,1,0.18572082335443124,0,2,5.885850554686033,0,evening,31
medical_emergency,114,1,1,0,0.36949142243926836,1,2,3.668339736936165,0,evening,69
infrastructure_failure,75,0,1,0,0.23561362631501392,0,1,5.1789130615612455,0,morning,16
infrastructure_failure,95,0,4,0,0.1582536796195479,0,3,3.1045365072319036,0,evening,32
flood,74,0,2,0,0.42043681608539085,0,6,2.861690013802098,0,morning,26
gas_leak,25,1,2,0,0.35475513698196337,0,4,4.916379870297464,1,afternoon,58
infrastructure_failure,33,1,4,0,0.26332678116450137,0,6,5.726896912100614,0,morning,46
flood,80,1,2,0,0.05704148652250968,0,1,0.3784564552578491,0,afternoon,34
gas_leak,44,1,2,1,0.0,0,1,4.131377477283302,0,morning,39
power_outage,63,1,1,0,0.5746371140058598,0,1,2.485614396213734,1,morning,10
power_outage,86,0,1,0,0.4888523022130736,1,1,4.97451664930187,1,morning,35
medical_emergency,109,0,2,0,0.03495650670555664,0,3,5.354181660570232,0,morning,47
power_outage,83,1,4,0,0.2095329961846302,1,4,5.923532116817173,0,morning,45
fire,31,1,1,0,0.0,0,3,2.4478743121445072,0,night,55
infrastructure_failure,43,1,1,0,0.0,1,2,1.054722948524712,0,afternoon,50
medical_emergency,93,1,2,0,0.11542675710209586,1,4,4.2011007371048175,0,morning,75
violence,22,1,1,0,0.1289266213512636,1,2,2.0879132380463385,0,evening,71
road_accident,113,0,1,1,0.24716298338452564,1,2,5.553530499846902,0,night,58
gas_leak,43,0,2,0,0.41656953478017267,1,2,6.166740116410689,1,afternoon,61
infrastructure_failure,37,0,2,2,0.2507092193231614,0,5,3.63231234703983,0,evening,27
power_outage,50,0,0,0,0.3192999770265026,1,3,7.505801536748218,0,evening,32
road_accident,117,0,1,0,0.0,1,5,1.8050414510743704,0,night,67
fire,34,0,5,0,0.21366291901564752,1,1,5.98147197930033,0,evening,72
flood,55,1,3,0,0.22942059439114593,0,1,3.7834691669830116,1,evening,36
violence,118,0,1,1,0.15959779345971703,0,2,6.354054574636201,1,afternoon,35
violence,56,0,0,0,0.21687629220275376,0,5,5.528293425960947,0,afternoon,36
infrastructure_failure,105,1,4,0,0.0,0,1,3.967810619864818,0,morning,20
infrastructure_failure,103,0,1,0,0.0,0,4,2.498484815555255,1,evening,53
fire,83,0,2,0,0.20204658358372896,0,2,2.0812291109824566,1,evening,58
road_accident,101,1,1,0,0.41189758173504465,1,7,7.53509604159726,1,night,65
infrastructure_failure,119,1,5,0,0.0,0,5,5.595263294004036,0,evening,40
power_outage,78,0,1,0,0.035997879463381094,1,2,2.7643703652570957,1,evening,52
medical_emergency,108,1,4,0,0.34351141864887536,0,3,4.337144671695866,0,night,61
infrastructure_failure,49,0,2,0,0.0,0,3,4.045104344148871,1,afternoon,34
road_accident,46,1,2,1,0.2753424787213007,0,3,3.9342695175814106,0,afternoon,39
violence,19,1,1,0,0.0431948091651056,0,6,7.217232897848168,0,morning,39
gas_leak,68,1,3,0,0.5781671475053185,0,5,2.9677767507782393,0,evening,56
gas_leak,55,1,1,1,0.1592008033296801,0,2,4.928124986354925,0,evening,40
violence,56,0,1,2,0.0,0,6,2.972813631212664,0,afternoon,39
infrastructure_failure,37,0,3,2,0.09954531122350388,0,5,3.118944107593662,0,evening,31
fire,52,1,0,0,0.14954911164610749,1,3,7.78990434265215,1,afternoon,72
flood,108,1,1,0,0.17135309512320898,0,1,1.9239325538583583,0,morning,22
gas_leak,37,1,0,0,0.12915034426806318,0,2,6.526214209399056,0,afternoon,38
power_outage,69,0,0,0,0.19377699941255258,0,5,2.3752291926870397,1,night,46
infrastructure_failure,29,1,1,0,0.11589507702213979,0,4,3.319876810180154,0,morning,32
violence,14,1,2,1,0.4388743552508128,0,5,2.3973444949624376,0,evening,58
fire,108,0,3,0,0.31513476334076096,0,5,2.5288492474976247,0,morning,58
fire,113,1,5,0,0.02563537920688469,0,1,1.5355991150396555,1,afternoon,57
power_outage,99,1,2,1,0.3994913396800044,0,1,6.076461942422656,0,afternoon,11
flood,93,1,1,0,0.0,0,3,1.0770814167066383,1,night,48
road_accident,87,1,7,2,0.09866742834629488,1,3,2.4539335693832256,0,morning,63
road_accident,59,1,3,1,0.4133012570449428,0,7,5.8353201457868575,1,evening,54
power_outage,112,1,1,0,0.0,1,4,2.601918540214785,0,night,57
power_outage,117,1,2,0,0.302258409879907,1,4,2.6279562679775355,0,morning,53
medical_emergency,116,0,4,0,0.5929606741577821,0,2,5.123697964661458,1,evening,52
power_outage,87,0,3,0,0.0,0,4,3.776781897667646,1,evening,40
medical_emergency,46,1,1,0,0.270995938210081,0,7,2.376113113674755,0,night,74
fire,26,0,1,0,0.3973903730231695,0,2,2.558373749480755,0,afternoon,43
gas_leak,109,1,1,2,0.27647935461082546,0,7,3.5530357702333686,0,night,53
road_accident,100,1,1,0,0.21306995016251942,0,3,2.084526463159173,0,morning,46
road_accident,36,0,1,0,0.24548618161096541,1,5,4.173024156304308,0,night,65
road_accident,117,1,1,0,0.2827113979949591,0,2,7.812016541394304,1,afternoon,33
infrastructure_failure,111,1,6,0,0.21832153907647694,0,5,2.971920104798555,0,afternoon,23
flood,46,0,1,0,0.3293473741850067,0,2,3.1483126951613762,0,night,32
medical_emergency,89,1,4,0,0.2782375035320901,0,1,6.023318310161374,1,afternoon,53
gas_leak,70,1,3,1,0.0,0,2,1.9819722804079125,0,morning,53
gas_leak,44,0,4,0,0.0,0,2,0.3705688753239835,0,evening,64
infrastructure_failure,23,0,1,0,0.0,0,3,0.8739401616272913,1,night,43
road_accident,76,0,1,0,0.0,1,1,5.65835603253317,1,night,75
medical_emergency,63,0,2,1,0.10943056657165581,0,4,1.2700671468201685,0,afternoon,42
gas_leak,92,0,1,0,0.33205534147150073,1,5,5.694247103716631,0,afternoon,69
infrastructure_failure,17,0,2,0,0.04375051776177022,0,6,2.5042067738019194,0,evening,39
flood,81,1,2,1,0.1517506107389677,0,1,2.8645347547896676,0,afternoon,20
power_outage,78,0,0,1,0.04413642162003592,0,4,3.472353514539107,0,morning,16
violence,100,0,1,0,0.5515300197199112,0,4,1.1469682070698917,0,night,45
road_accident,78,0,2,0,0.2539630773493695,0,2,0.14240659237418196,1,evening,65
road_accident,101,0,5,0,0.07859484391323651,0,1,3.3458978237984773,0,morning,44
fire,90,0,1,1,0.3042310830850407,1,6,4.527600076785864,0,afternoon,60
power_outage,43,0,1,0,0.07112503542468215,0,4,0.5392116233850288,0,morning,26
violence,99,0,4,0,0.28083945632426965,0,6,4.203279747667314,0,evening,53
fire,20,0,2,0,0.0,0,4,3.658948095319646,1,morning,57
gas_leak,108,1,2,1,0.4564010890833092,0,6,2.994967619391815,1,afternoon,75
fire,35,1,2,0,0.46560160750700064,0,1,1.039889733416731,1,night,69
power_outage,40,0,1,0,0.0,0,7,3.542439936822674,0,morning,34
road_accident,75,0,2,0,0.2956583575886572,1,5,1.0184466058741815,0,evening,68
fire,96,0,3,0,0.30518542802831194,1,3,1.3851061381112402,0,morning,58
flood,9,0,0,1,0.06258374608587858,0,5,5.905139778118139,0,afternoon,15
road_accident,78,1,2,0,0.0,0,5,3.034430766740712,1,afternoon,66
power_outage,91,0,2,1,0.0,0,4,5.821173637793224,0,afternoon,18
violence,95,1,3,0,0.17112456019705594,1,6,8.238704445290441,0,afternoon,68
power_outage,71,1,1,1,0.0,0,7,3.8227073884076823,0,evening,27
violence,81,1,2,1,0.3898472883578561,1,2,2.976125355641056,0,morning,65
infrastructure_failure,15,1,2,1,0.5513101706726509,0,7,0.7372030746668816,1,evening,42
medical_emergency,105,1,0,0,0.34251414932157,1,6,2.2418137304181673,0,night,84
road_accident,54,1,0,0,0.10403099676826567,0,2,3.544272586590556,0,morning,31
road_accident,84,1,2,0,0.050368178813259806,1,5,2.419912310589894,0,morning,72
fire,95,0,3,0,0.3750213568411378,0,7,1.6847859401198462,0,morning,56
violence,64,1,3,0,0.026125233569923467,0,1,1.713227162202074,0,evening,54
power_outage,18,1,1,0,0.0,0,7,1.2460424841343207,0,afternoon,40
fire,69,1,0,0,0.3848286072056701,0,2,2.9228880881419186,0,morning,45
violence,40,1,2,0,0.2848613738938365,1,5,6.546345946606119,1,night,76
infrastructure_failure,100,1,2,0,0.0,0,2,5.22854892377939,0,evening,32
fire,109,0,3,0,0.10471780573952041,0,4,5.298595792954746,0,night,57
fire,41,1,2,0,0.0999006162242356,0,1,1.573697136510407,1,afternoon,61
medical_emergency,59,0,3,0,0.3457751572767575,1,6,5.2409680877454115,0,afternoon,63
gas_leak,105,1,1,0,0.2315277993199653,1,4,1.923295402540629,0,evening,74
road_accident,14,1,2,0,0.0,0,2,4.591746845739942,0,night,57
medical_emergency,88,1,2,1,0.07423455165341453,1,1,3.4588435103905515,0,morning,64
medical_emergency,54,0,1,0,0.3556274990101344,0,7,3.652965525617964,0,afternoon,51
infrastructure_failure,112,0,4,1,0.17948356580323482,1,6,3.4753618227885057,0,afternoon,56
infrastructure_failure,83,0,3,1,0.17605755857047187,0,1,0.8707611674275468,0,evening,29
power_outage,29,0,3,0,0.22468401223745896,0,5,6.592581015467385,0,morning,21
infrastructure_failure,28,0,2,0,0.014219456815322967,0,2,4.308192768124471,0,afternoon,28
infrastructure_failure,84,1,2,0,0.012953696535124515,0,7,4.999923000036185,0,night,33
violence,115,0,4,0,0.2698460639018825,1,6,3.3330226728247463,0,night,75
gas_leak,118,1,2,0,0.0,0,3,3.5087748331244697,0,night,57
gas_leak,45,0,5,1,0.08130348931325324,0,7,4.174472205326629,0,night,68
medical_emergency,64,1,2,0,0.2914915763640124,1,6,0.6725098689207396,0,afternoon,86
power_outage,60,1,2,1,0.0,0,7,2.6843046873468785,0,evening,40
flood,32,1,5,0,0.3740451321935842,0,3,1.9092391691932817,0,morning,21
flood,93,1,4,1,0.24367598121035366,1,1,4.028984511308025,1,night,66
flood,53,0,2,0,0.6263002176320787,0,3,5.383305808506128,0,night,16
flood,26,1,1,1,0.6570035072528124,1,6,0.7841477198562314,1,evening,64
medical_emergency,53,0,4,1,0.07480627128083975,0,1,1.618236609373612,0,morning,50
flood,98,0,1,0,0.3628724666936787,0,5,5.943127613327369,0,evening,27
road_accident,24,1,0,0,0.11688589255769714,0,5,0.6311930087593964,0,afternoon,49
infrastructure_failure,101,1,1,1,0.22899090915432227,0,3,1.7871084970142346,1,morning,38
fire,64,1,2,0,0.5721802590122524,0,2,7.265871379564305,0,afternoon,42
road_accident,119,1,2,1,0.13727302410388353,1,2,6.20897585115997,0,night,59
fire,109,0,3,0,0.21033144343257393,1,5,2.584713013165469,0,afternoon,79
violence,89,0,4,0,0.1629730998703658,0,7,1.8976756094721703,0,night,63
road_accident,55,0,1,0,0.0,1,1,3.065818658263739,1,morning,58
road_accident,32,1,2,1,0.2100237602727016,1,4,2.2171547504098257,0,afternoon,71
medical_emergency,66,1,0,1,0.3332758185285952,0,3,4.973745878474631,0,morning,45
infrastructure_failure,28,0,2,0,0.0,0,6,2.892909636136796,0,morning,32
medical_emergency,15,1,1,1,0.18265075342981588,0,6,1.347810781195446,0,night,60
medical_emergency,43,1,3,1,0.43223251498014853,0,1,2.209238202072668,1,evening,60
medical_emergency,21,0,2,1,0.1734346459659691,0,1,4.463823069650088,0,afternoon,36
infrastructure_failure,15,0,1,0,0.30870506746700743,0,4,7.5059334027970035,0,evening,11
infrastructure_failure,77,0,3,1,0.42351756492986614,0,4,5.789175779601816,0,morning,21
gas_leak,10,1,0,0,0.47684293073509404,0,7,2.943384303442691,1,night,74
power_outage,103,1,0,0,0.07732779716693808,1,2,6.771389511865449,0,evening,37
medical_emergency,56,0,3,0,0.0,1,7,4.36519797520538,0,evening,86
gas_leak,25,1,1,0,0.3362765931848893,0,6,0.29261090522608635,0,morning,67
road_accident,12,0,0,0,0.25247145592929715,0,1,4.272400841688817,1,afternoon,47
violence,47,0,0,1,0.12191481432419271,1,6,0.5262342751786999,0,afternoon,68
road_accident,17,1,3,0,0.3485474181156243,1,3,7.005752796940861,0,morning,61
violence,51,0,2,0,0.1750698160508084,0,2,6.074423134955236,0,afternoon,30
violence,85,0,0,1,0.3139770061192731,0,4,0.6727327031578301,0,afternoon,31
fire,36,1,0,0,0.0,1,4,3.5669320960934487,0,afternoon,57
flood,80,1,3,0,0.1626950993183703,0,3,5.047080160684837,0,afternoon,27
medical_emergency,40,1,1,1,0.13583658551545225,0,4,2.556031367865062,1,afternoon,58
violence,70,0,2,1,0.19301861198454476,0,6,2.543583070126779,0,morning,35
gas_leak,112,0,1,0,0.12489223424196916,0,1,3.316496383557565,0,night,57
violence,67,0,1,0,0.30175279700927804,0,3,5.169828535280816,1,night,42
